image_id,active_attributes,active_attribute_names
30,"[5, 14, 21, 22, 29, 36, 44, 51, 55, 63, 70, 77, 84, 91, 105, 110, 117, 125, 132, 146, 147, 150, 154, 164, 172, 179, 180, 187, 194, 202, 209, 217, 221, 228, 237, 244, 245, 253, 260, 261, 275, 290, 295, 305, 311]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::rufous"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::rufous"", ""has_upperparts_color::black"", ""has_underparts_color::rufous"", ""has_underparts_color::black"", ""has_breast_pattern::solid"", ""has_back_color::rufous"", ""has_back_color::black"", ""has_tail_shape::fan-shaped_tail"", ""has_upper_tail_color::rufous"", ""has_upper_tail_color::black"", ""has_head_pattern::capped"", ""has_breast_color::rufous"", ""has_breast_color::black"", ""has_throat_color::rufous"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_eye_color::white"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::brown"", ""has_forehead_color::black"", ""has_under_tail_color::rufous"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::rufous"", ""has_nape_color::black"", ""has_belly_color::rufous"", ""has_belly_color::black"", ""has_wing_shape::long-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::rufous"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::black"", ""has_bill_color::black"", ""has_crown_color::brown"", ""has_crown_color::black"", ""has_wing_pattern::striped""]"
31,"[5, 15, 30, 45, 55, 64, 76, 85, 102, 111, 126, 140, 150, 158, 173, 188, 203, 217, 221, 228, 237, 241, 245, 254, 269, 284, 299, 309]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_underparts_color::grey"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::grey"", ""has_head_pattern::plain"", ""has_breast_color::grey"", ""has_throat_color::grey"", ""has_eye_color::grey"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::grey"", ""has_under_tail_color::grey"", ""has_nape_color::grey"", ""has_belly_color::grey"", ""has_wing_shape::long-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_leg_color::grey"", ""has_bill_color::grey"", ""has_crown_color::grey"", ""has_wing_pattern::solid""]"
32,"[5, 15, 30, 45, 58, 77, 99, 111, 126, 146, 150, 158, 165, 173, 188, 203, 214, 221, 226, 244, 248, 254, 275, 284, 299, 312]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_underparts_color::grey"", ""has_breast_pattern::multi-colored"", ""has_tail_shape::fan-shaped_tail"", ""has_head_pattern::unique_pattern"", ""has_breast_color::grey"", ""has_throat_color::grey"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::grey"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_nape_color::grey"", ""has_belly_color::grey"", ""has_wing_shape::pointed-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::duck-like"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::grey"", ""has_leg_color::black"", ""has_bill_color::grey"", ""has_crown_color::grey"", ""has_wing_pattern::multi-colored""]"
33,"[5, 21, 36, 51, 55, 70, 75, 91, 98, 117, 132, 147, 150, 165, 179, 180, 194, 209, 214, 221, 228, 237, 244, 245, 260, 290, 291, 305, 309]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::black"", ""has_upperparts_color::black"", ""has_underparts_color::black"", ""has_breast_pattern::solid"", ""has_back_color::black"", ""has_tail_shape::rounded_tail"", ""has_upper_tail_color::black"", ""has_head_pattern::masked"", ""has_breast_color::black"", ""has_throat_color::black"", ""has_eye_color::white"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::black"", ""has_belly_color::black"", ""has_wing_shape::pointed-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::black"", ""has_bill_color::black"", ""has_bill_color::white"", ""has_crown_color::black"", ""has_wing_pattern::solid""]"
34,"[5, 11, 15, 24, 26, 30, 39, 41, 45, 54, 58, 60, 64, 73, 78, 95, 107, 111, 120, 122, 126, 135, 146, 151, 167, 188, 197, 199, 203, 212, 217, 221, 228, 240, 244, 248, 250, 284, 290, 295, 308, 312]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::brown"", ""has_wing_color::grey"", ""has_wing_color::buff"", ""has_upperparts_color::brown"", ""has_upperparts_color::grey"", ""has_upperparts_color::buff"", ""has_underparts_color::brown"", ""has_underparts_color::grey"", ""has_underparts_color::buff"", ""has_breast_pattern::multi-colored"", ""has_back_color::brown"", ""has_back_color::grey"", ""has_back_color::buff"", ""has_tail_shape::pointed_tail"", ""has_head_pattern::spotted"", ""has_breast_color::brown"", ""has_breast_color::grey"", ""has_breast_color::buff"", ""has_throat_color::brown"", ""has_throat_color::grey"", ""has_throat_color::buff"", ""has_eye_color::black"", ""has_bill_length::longer_than_head"", ""has_forehead_color::buff"", ""has_nape_color::grey"", ""has_nape_color::buff"", ""has_belly_color::brown"", ""has_belly_color::grey"", ""has_belly_color::buff"", ""has_wing_shape::long-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::brown"", ""has_bill_color::grey"", ""has_bill_color::black"", ""has_crown_color::brown"", ""has_crown_color::buff"", ""has_wing_pattern::multi-colored""]"
35,"[5, 15, 21, 30, 36, 45, 51, 55, 64, 70, 75, 102, 111, 126, 147, 150, 158, 173, 179, 188, 194, 203, 217, 221, 228, 237, 241, 245, 254, 260, 284, 299, 305, 309]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_underparts_color::grey"", ""has_underparts_color::black"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_back_color::black"", ""has_tail_shape::rounded_tail"", ""has_head_pattern::plain"", ""has_breast_color::grey"", ""has_throat_color::grey"", ""has_eye_color::white"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::grey"", ""has_under_tail_color::grey"", ""has_under_tail_color::black"", ""has_nape_color::grey"", ""has_nape_color::black"", ""has_belly_color::grey"", ""has_wing_shape::long-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_bill_color::grey"", ""has_crown_color::grey"", ""has_crown_color::black"", ""has_wing_pattern::solid""]"
36,"[8, 23, 38, 53, 72, 93, 96, 119, 134, 148, 152, 166, 181, 196, 211, 219, 236, 262, 277, 292, 299]","[""has_bill_shape::cone"", ""has_wing_color::red"", ""has_upperparts_color::red"", ""has_underparts_color::red"", ""has_back_color::red"", ""has_upper_tail_color::red"", ""has_head_pattern::malar"", ""has_breast_color::red"", ""has_throat_color::red"", ""has_eye_color::red"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::red"", ""has_under_tail_color::red"", ""has_nape_color::red"", ""has_belly_color::red"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_primary_color::red"", ""has_leg_color::red"", ""has_bill_color::red"", ""has_crown_color::grey""]"
37,"[5, 15, 30, 45, 55, 64, 76, 85, 102, 111, 126, 146, 150, 158, 173, 188, 203, 213, 221, 226, 237, 241, 245, 254, 284, 299, 311]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_underparts_color::grey"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::grey"", ""has_head_pattern::plain"", ""has_breast_color::grey"", ""has_throat_color::grey"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::grey"", ""has_under_tail_color::grey"", ""has_nape_color::grey"", ""has_belly_color::grey"", ""has_wing_shape::rounded-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::duck-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_bill_color::grey"", ""has_crown_color::grey"", ""has_wing_pattern::striped""]"
38,"[5, 24, 39, 58, 73, 78, 94, 102, 120, 132, 146, 150, 216, 221, 226, 239, 243, 263, 291, 299, 311]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::buff"", ""has_upperparts_color::buff"", ""has_breast_pattern::multi-colored"", ""has_back_color::buff"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::buff"", ""has_head_pattern::plain"", ""has_breast_color::buff"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_wing_shape::tapered-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::duck-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_primary_color::buff"", ""has_bill_color::white"", ""has_crown_color::grey"", ""has_wing_pattern::striped""]"
39,"[6, 11, 26, 41, 55, 60, 79, 81, 102, 107, 122, 141, 151, 154, 184, 217, 221, 228, 237, 241, 250, 280, 290, 295, 312]","[""has_bill_shape::spatulate"", ""has_wing_color::brown"", ""has_upperparts_color::brown"", ""has_underparts_color::brown"", ""has_breast_pattern::solid"", ""has_back_color::brown"", ""has_tail_shape::squared_tail"", ""has_upper_tail_color::brown"", ""has_head_pattern::plain"", ""has_breast_color::brown"", ""has_throat_color::brown"", ""has_eye_color::yellow"", ""has_bill_length::longer_than_head"", ""has_forehead_color::brown"", ""has_nape_color::brown"", ""has_wing_shape::long-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_primary_color::brown"", ""has_bill_color::brown"", ""has_bill_color::black"", ""has_crown_color::brown"", ""has_wing_pattern::multi-colored""]"
40,"[5, 11, 26, 41, 55, 60, 77, 81, 103, 107, 122, 146, 150, 167, 169, 184, 199, 214, 218, 232, 237, 241, 245, 250, 265, 280, 295, 312]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::brown"", ""has_upperparts_color::brown"", ""has_underparts_color::brown"", ""has_breast_pattern::solid"", ""has_back_color::brown"", ""has_tail_shape::fan-shaped_tail"", ""has_upper_tail_color::brown"", ""has_head_pattern::eyeline"", ""has_breast_color::brown"", ""has_throat_color::brown"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::buff"", ""has_under_tail_color::brown"", ""has_nape_color::brown"", ""has_belly_color::brown"", ""has_wing_shape::pointed-wings"", ""has_size::large_(16_-_32_in)"", ""has_shape::hawk-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::brown"", ""has_leg_color::brown"", ""has_bill_color::brown"", ""has_crown_color::brown"", ""has_wing_pattern::multi-colored""]"
41,"[5, 11, 26, 41, 55, 60, 76, 92, 103, 107, 122, 146, 150, 154, 169, 180, 184, 212, 217, 218, 223, 237, 244, 245, 250, 280, 295, 309]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::brown"", ""has_upperparts_color::brown"", ""has_underparts_color::brown"", ""has_breast_pattern::solid"", ""has_back_color::brown"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::white"", ""has_head_pattern::eyeline"", ""has_breast_color::brown"", ""has_throat_color::brown"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::brown"", ""has_under_tail_color::brown"", ""has_under_tail_color::white"", ""has_nape_color::brown"", ""has_belly_color::buff"", ""has_wing_shape::long-wings"", ""has_size::large_(16_-_32_in)"", ""has_shape::upright-perching_water-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::brown"", ""has_bill_color::brown"", ""has_crown_color::brown"", ""has_wing_pattern::solid""]"
42,"[6, 45, 55, 103, 111, 126, 150, 158, 164, 173, 179, 180, 188, 203, 215, 219, 228, 241, 245, 254, 260, 275, 284, 290, 305, 308, 309]","[""has_bill_shape::spatulate"", ""has_underparts_color::grey"", ""has_breast_pattern::solid"", ""has_head_pattern::eyeline"", ""has_breast_color::grey"", ""has_throat_color::grey"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::grey"", ""has_forehead_color::black"", ""has_under_tail_color::grey"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::grey"", ""has_belly_color::grey"", ""has_wing_shape::broad-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::gull-like"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_leg_color::black"", ""has_bill_color::grey"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_crown_color::buff"", ""has_wing_pattern::solid""]"
43,"[6, 11, 15, 26, 30, 54, 55, 60, 64, 74, 81, 103, 107, 122, 146, 150, 165, 169, 173, 184, 212, 214, 221, 226, 239, 243, 245, 250, 278, 290, 306, 308, 311]","[""has_bill_shape::spatulate"", ""has_wing_color::brown"", ""has_wing_color::grey"", ""has_upperparts_color::brown"", ""has_upperparts_color::grey"", ""has_underparts_color::buff"", ""has_breast_pattern::solid"", ""has_back_color::brown"", ""has_back_color::grey"", ""has_tail_shape::forked_tail"", ""has_upper_tail_color::brown"", ""has_head_pattern::eyeline"", ""has_breast_color::brown"", ""has_throat_color::brown"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::white"", ""has_under_tail_color::brown"", ""has_under_tail_color::grey"", ""has_nape_color::brown"", ""has_belly_color::buff"", ""has_wing_shape::pointed-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::duck-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::solid"", ""has_primary_color::brown"", ""has_leg_color::buff"", ""has_bill_color::black"", ""has_crown_color::white"", ""has_crown_color::buff"", ""has_wing_pattern::striped""]"
44,"[2, 11, 26, 55, 60, 78, 85, 102, 111, 126, 146, 150, 165, 188, 217, 221, 223, 237, 244, 250, 254, 284, 290, 299, 309]","[""has_bill_shape::dagger"", ""has_wing_color::brown"", ""has_upperparts_color::brown"", ""has_breast_pattern::solid"", ""has_back_color::brown"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::grey"", ""has_head_pattern::plain"", ""has_breast_color::grey"", ""has_throat_color::grey"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::white"", ""has_nape_color::grey"", ""has_wing_shape::long-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::upright-perching_water-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_primary_color::brown"", ""has_primary_color::grey"", ""has_bill_color::grey"", ""has_bill_color::black"", ""has_crown_color::grey"", ""has_wing_pattern::solid""]"
45,"[5, 21, 36, 51, 55, 70, 92, 102, 117, 132, 147, 150, 164, 179, 194, 209, 216, 217, 221, 228, 237, 244, 245, 260, 293, 305, 309]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::black"", ""has_upperparts_color::black"", ""has_underparts_color::black"", ""has_breast_pattern::solid"", ""has_back_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::black"", ""has_throat_color::black"", ""has_eye_color::white"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::black"", ""has_under_tail_color::black"", ""has_nape_color::black"", ""has_belly_color::black"", ""has_wing_shape::tapered-wings"", ""has_wing_shape::long-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::black"", ""has_bill_color::buff"", ""has_crown_color::black"", ""has_wing_pattern::solid""]"
46,"[3, 24, 39, 55, 103, 120, 135, 167, 212, 221, 226, 245, 263, 284, 308, 309]","[""has_bill_shape::hooked"", ""has_wing_color::buff"", ""has_upperparts_color::buff"", ""has_breast_pattern::solid"", ""has_head_pattern::eyeline"", ""has_breast_color::buff"", ""has_throat_color::buff"", ""has_forehead_color::buff"", ""has_belly_color::buff"", ""has_size::medium_(9_-_16_in)"", ""has_shape::duck-like"", ""has_belly_pattern::solid"", ""has_primary_color::buff"", ""has_bill_color::grey"", ""has_crown_color::buff"", ""has_wing_pattern::solid""]"
47,"[7, 11, 26, 41, 55, 73, 75, 101, 107, 122, 146, 150, 165, 167, 182, 184, 199, 213, 218, 228, 239, 245, 250, 269, 278, 290, 295, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::brown"", ""has_upperparts_color::brown"", ""has_underparts_color::brown"", ""has_breast_pattern::solid"", ""has_back_color::buff"", ""has_tail_shape::rounded_tail"", ""has_head_pattern::eyering"", ""has_breast_color::brown"", ""has_throat_color::brown"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::white"", ""has_forehead_color::buff"", ""has_under_tail_color::buff"", ""has_nape_color::brown"", ""has_belly_color::brown"", ""has_wing_shape::rounded-wings"", ""has_size::large_(16_-_32_in)"", ""has_shape::gull-like"", ""has_back_pattern::striped"", ""has_belly_pattern::solid"", ""has_primary_color::brown"", ""has_leg_color::grey"", ""has_leg_color::buff"", ""has_bill_color::black"", ""has_crown_color::brown"", ""has_wing_pattern::solid""]"
